sale_id,date,year,month,month_name,state,city,model,segment,fuel,price_lakh,customer_age_band,customer_gender,customer_occupation,payment_mode,sales_channel,csat_score,is_repeat_customer
103456,2025-01-01,2025,1,Jan,Uttar Pradesh,Noida,Vento,Sedan,Petrol,14.56,26-35,Male,Salaried - Private,Cash/Full Payment,Online Enquiry,3,0
103457,2025-01-01,2025,1,Jan,Uttar Pradesh,Noida,Vento,Sedan,Petrol,14.87,26-35,Male,Self-Employed/Business,Loan/Finance,Showroom Walk-in,5,0
103458,2025-01-01,2025,1,Jan,Uttar Pradesh,Noida,Polo,Hatchback,Petrol,8.26,46-55,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,5,0
103459,2025-01-01,2025,1,Jan,Uttar Pradesh,Noida,Polo,Hatchback,Petrol,9.86,56-65,Female,Self-Employed/Business,Loan/Finance,Online Enquiry,5,0
103460,2025-01-01,2025,1,Jan,Punjab,Chandigarh,Virtus,Sedan,Petrol,14.96,65+,Female,Salaried - Private,Loan/Finance,Referral,2,1
103461,2025-01-01,2025,1,Jan,Punjab,Chandigarh,Taigun,SUV,Petrol,16.38,26-35,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,5,0
103462,2025-01-01,2025,1,Jan,Punjab,Chandigarh,Vento,Sedan,Petrol,12.72,56-65,Female,Salaried - Government,Loan/Finance,Showroom Walk-in,4,1
103463,2025-01-01,2025,1,Jan,Punjab,Chandigarh,Vento,Sedan,Petrol,14.33,46-55,Female,Salaried - Private,Loan/Finance,Showroom Walk-in,3,0
103464,2025-01-01,2025,1,Jan,Punjab,Chandigarh,Polo,Hatchback,Petrol,9.26,26-35,Male,Salaried - Government,Cash/Full Payment,Showroom Walk-in,3,0
103465,2025-01-01,2025,1,Jan,Kerala,Kochi,Virtus,Sedan,Petrol,14.74,36-45,Male,Self-Employed/Business,Cash/Full Payment,Referral,5,0
103466,2025-01-01,2025,1,Jan,Kerala,Kochi,Virtus,Sedan,Petrol,16.7,36-45,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,4,0
103467,2025-01-01,2025,1,Jan,Kerala,Kochi,Virtus,Sedan,Petrol,13.9,36-45,Male,Salaried - Private,Loan/Finance,Referral,3,0
103468,2025-01-01,2025,1,Jan,Kerala,Kochi,Taigun,SUV,Petrol,16.9,36-45,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,4,0
103469,2025-01-01,2025,1,Jan,Kerala,Kochi,Taigun,SUV,Petrol,19.76,46-55,Male,Self-Employed/Business,Loan/Finance,Exchange Mela,3,0
103470,2025-01-01,2025,1,Jan,Kerala,Kochi,Tiguan,SUV,Petrol,41.53,26-35,Female,Salaried - Private,Loan/Finance,Referral,5,1
103471,2025-01-01,2025,1,Jan,Kerala,Kochi,Vento,Sedan,Petrol,13.88,26-35,Female,Salaried - Private,Cash/Full Payment,Referral,2,0
103472,2025-01-01,2025,1,Jan,Kerala,Kochi,Vento,Sedan,Petrol,16.1,36-45,Female,Self-Employed/Business,Cash/Full Payment,Referral,4,0
103473,2025-01-01,2025,1,Jan,Kerala,Kochi,Polo,Hatchback,Petrol,10.29,36-45,Male,Salaried - Private,Loan/Finance,Auto Expo/Event,3,0
103474,2025-01-01,2025,1,Jan,Kerala,Kochi,Ameo,Sedan,Petrol,8.9,36-45,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,5,0
103475,2025-01-01,2025,1,Jan,Madhya Pradesh,Indore,Virtus,Sedan,Petrol,15.93,26-35,Male,Salaried - Private,Cash/Full Payment,Exchange Mela,4,1
103476,2025-01-01,2025,1,Jan,Madhya Pradesh,Indore,Virtus,Sedan,Petrol,15.85,36-45,Male,Professional (Doctor/CA/Lawyer),Loan/Finance,Showroom Walk-in,1,0
103477,2025-01-01,2025,1,Jan,Madhya Pradesh,Indore,Virtus,Sedan,Petrol,15.41,36-45,Male,Salaried - Private,Loan/Finance,Auto Expo/Event,4,0
103478,2025-01-01,2025,1,Jan,Madhya Pradesh,Indore,Taigun,SUV,Petrol,16.1,26-35,Male,Self-Employed/Business,Loan/Finance,Showroom Walk-in,5,0
103479,2025-01-01,2025,1,Jan,Madhya Pradesh,Indore,Vento,Sedan,Petrol,14.31,26-35,Male,Self-Employed/Business,Cash/Full Payment,Showroom Walk-in,3,1
103480,2025-01-01,2025,1,Jan,Madhya Pradesh,Indore,Polo,Hatchback,Petrol,10.47,18-25,Male,Self-Employed/Business,Loan/Finance,Showroom Walk-in,4,0
103481,2025-01-01,2025,1,Jan,Madhya Pradesh,Indore,Polo,Hatchback,Petrol,9.61,18-25,Male,Salaried - Government,Loan/Finance,Online Enquiry,4,0
103482,2025-01-01,2025,1,Jan,Haryana,Gurugram,Virtus,Sedan,Petrol,15.83,36-45,Male,Professional (Doctor/CA/Lawyer),Loan/Finance,Exchange Mela,5,0
103483,2025-01-01,2025,1,Jan,Haryana,Gurugram,Virtus,Sedan,Petrol,16.79,36-45,Male,Salaried - Private,Loan/Finance,Online Enquiry,4,0
103484,2025-01-01,2025,1,Jan,Haryana,Gurugram,Virtus,Sedan,Petrol,15.65,26-35,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,4,0
103485,2025-01-01,2025,1,Jan,Haryana,Gurugram,Virtus,Sedan,Petrol,16.88,46-55,Male,Self-Employed/Business,Loan/Finance,Showroom Walk-in,5,0
103486,2025-01-01,2025,1,Jan,Haryana,Gurugram,Virtus,Sedan,Petrol,17.42,26-35,Male,Self-Employed/Business,Loan/Finance,Online Enquiry,4,0
103487,2025-01-01,2025,1,Jan,Haryana,Gurugram,Taigun,SUV,Petrol,15.71,18-25,Male,Salaried - Private,Loan/Finance,Referral,5,0
103488,2025-01-01,2025,1,Jan,Haryana,Gurugram,Taigun,SUV,Petrol,16.07,26-35,Female,Self-Employed/Business,Loan/Finance,Showroom Walk-in,5,0
103489,2025-01-01,2025,1,Jan,Haryana,Gurugram,Taigun,SUV,Petrol,15.34,56-65,Male,Salaried - Government,Cash/Full Payment,Auto Expo/Event,4,1
103490,2025-01-01,2025,1,Jan,Haryana,Gurugram,Tiguan,SUV,Petrol,36.89,36-45,Male,Self-Employed/Business,Loan/Finance,Showroom Walk-in,5,0
103491,2025-01-01,2025,1,Jan,Haryana,Gurugram,Tiguan,SUV,Petrol,34.75,46-55,Male,Salaried - Private,Cash/Full Payment,Online Enquiry,5,1
103492,2025-01-01,2025,1,Jan,Haryana,Gurugram,Vento,Sedan,Petrol,14.86,36-45,Male,Salaried - Government,Loan/Finance,Online Enquiry,4,0
103493,2025-01-01,2025,1,Jan,Haryana,Gurugram,Vento,Sedan,Petrol,14.04,36-45,Male,Self-Employed/Business,Loan/Finance,Showroom Walk-in,4,0
103494,2025-01-01,2025,1,Jan,Haryana,Gurugram,Vento,Sedan,Petrol,14.49,26-35,Female,Salaried - Government,Cash/Full Payment,Referral,4,0
103495,2025-01-01,2025,1,Jan,Haryana,Gurugram,Polo,Hatchback,Petrol,9.15,46-55,Male,Salaried - Private,Loan/Finance,Auto Expo/Event,5,0
103496,2025-01-01,2025,1,Jan,Haryana,Gurugram,Ameo,Sedan,Petrol,9.55,26-35,Female,Salaried - Government,Loan/Finance,Showroom Walk-in,4,0
103497,2025-01-01,2025,1,Jan,Andhra Pradesh,Vijayawada,Virtus,Sedan,Petrol,15.42,18-25,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,3,0
103498,2025-01-01,2025,1,Jan,Andhra Pradesh,Vijayawada,Taigun,SUV,Petrol,18.31,26-35,Male,Professional (Doctor/CA/Lawyer),Loan/Finance,Showroom Walk-in,5,0
103499,2025-01-01,2025,1,Jan,Andhra Pradesh,Vijayawada,Taigun,SUV,Petrol,17.16,18-25,Male,Salaried - Government,Cash/Full Payment,Online Enquiry,5,0
103500,2025-01-01,2025,1,Jan,Andhra Pradesh,Vijayawada,Taigun,SUV,Petrol,16.02,36-45,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,5,1
103501,2025-01-01,2025,1,Jan,Andhra Pradesh,Vijayawada,Ameo,Sedan,Petrol,9.7,36-45,Male,Self-Employed/Business,Loan/Finance,Exchange Mela,5,0
103502,2025-01-01,2025,1,Jan,Andhra Pradesh,Vijayawada,Ameo,Sedan,Petrol,9.68,46-55,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,5,1
103503,2025-02-01,2025,2,Feb,Maharashtra,Mumbai,Virtus,Sedan,Petrol,15.36,46-55,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,5,0
103504,2025-02-01,2025,2,Feb,Maharashtra,Mumbai,Virtus,Sedan,Petrol,16.21,26-35,Female,Salaried - Private,Cash/Full Payment,Referral,5,0
103505,2025-02-01,2025,2,Feb,Maharashtra,Mumbai,Taigun,SUV,Petrol,17.2,26-35,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,4,1
103506,2025-02-01,2025,2,Feb,Maharashtra,Mumbai,Taigun,SUV,Petrol,17.01,36-45,Female,Salaried - Private,Cash/Full Payment,Auto Expo/Event,5,0
103507,2025-02-01,2025,2,Feb,Maharashtra,Mumbai,Taigun,SUV,Petrol,18.66,18-25,Male,Salaried - Private,Loan/Finance,Online Enquiry,4,1
103508,2025-02-01,2025,2,Feb,Maharashtra,Mumbai,Taigun,SUV,Petrol,16.54,36-45,Male,Self-Employed/Business,Cash/Full Payment,Exchange Mela,4,0
103509,2025-02-01,2025,2,Feb,Maharashtra,Mumbai,Taigun,SUV,Petrol,17.75,46-55,Male,Self-Employed/Business,Loan/Finance,Showroom Walk-in,4,0
103510,2025-02-01,2025,2,Feb,Maharashtra,Mumbai,Tiguan,SUV,Petrol,36.89,26-35,Male,Salaried - Government,Loan/Finance,Auto Expo/Event,5,1
103511,2025-02-01,2025,2,Feb,Maharashtra,Mumbai,Vento,Sedan,Petrol,15.44,26-35,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,4,0
103512,2025-02-01,2025,2,Feb,Maharashtra,Mumbai,Vento,Sedan,Petrol,14.95,56-65,Male,Self-Employed/Business,Loan/Finance,Showroom Walk-in,4,0
103513,2025-02-01,2025,2,Feb,Maharashtra,Mumbai,Vento,Sedan,Petrol,13.82,46-55,Male,Salaried - Private,Loan/Finance,Auto Expo/Event,3,0
103514,2025-02-01,2025,2,Feb,Maharashtra,Mumbai,Polo,Hatchback,Petrol,9.08,26-35,Male,Salaried - Private,Cash/Full Payment,Auto Expo/Event,5,0
103515,2025-02-01,2025,2,Feb,Maharashtra,Mumbai,Polo,Hatchback,Petrol,8.1,46-55,Male,Self-Employed/Business,Loan/Finance,Online Enquiry,5,0
103516,2025-02-01,2025,2,Feb,Maharashtra,Mumbai,Ameo,Sedan,Petrol,10.25,26-35,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,3,0
103517,2025-02-01,2025,2,Feb,Maharashtra,Pune,Virtus,Sedan,Petrol,14.74,36-45,Male,Salaried - Private,Cash/Full Payment,Exchange Mela,5,0
103518,2025-02-01,2025,2,Feb,Maharashtra,Pune,Virtus,Sedan,Petrol,15.81,26-35,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,3,0
103519,2025-02-01,2025,2,Feb,Maharashtra,Pune,Virtus,Sedan,Petrol,15.38,46-55,Male,Professional (Doctor/CA/Lawyer),Cash/Full Payment,Referral,4,0
103520,2025-02-01,2025,2,Feb,Maharashtra,Pune,Virtus,Sedan,Petrol,15.43,56-65,Male,Salaried - Private,Loan/Finance,Exchange Mela,5,1
103521,2025-02-01,2025,2,Feb,Maharashtra,Pune,Virtus,Sedan,Petrol,15.22,46-55,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,5,0
103522,2025-02-01,2025,2,Feb,Maharashtra,Pune,Virtus,Sedan,Petrol,15.74,36-45,Female,Salaried - Private,Loan/Finance,Showroom Walk-in,4,0
103523,2025-02-01,2025,2,Feb,Maharashtra,Pune,Taigun,SUV,Petrol,18.27,26-35,Female,Professional (Doctor/CA/Lawyer),Loan/Finance,Online Enquiry,5,0
103524,2025-02-01,2025,2,Feb,Maharashtra,Pune,Taigun,SUV,Petrol,17.01,46-55,Female,Professional (Doctor/CA/Lawyer),Loan/Finance,Exchange Mela,3,1
103525,2025-02-01,2025,2,Feb,Maharashtra,Pune,Taigun,SUV,Petrol,16.88,26-35,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,4,0
103526,2025-02-01,2025,2,Feb,Maharashtra,Pune,Taigun,SUV,Petrol,17.78,65+,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,4,0
103527,2025-02-01,2025,2,Feb,Maharashtra,Pune,Tiguan,SUV,Petrol,36.39,26-35,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,4,0
103528,2025-02-01,2025,2,Feb,Maharashtra,Pune,Tiguan,SUV,Petrol,39.79,56-65,Male,Salaried - Private,Cash/Full Payment,Exchange Mela,5,0
103529,2025-02-01,2025,2,Feb,Maharashtra,Pune,Vento,Sedan,Petrol,14.81,36-45,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,4,1
103530,2025-02-01,2025,2,Feb,Maharashtra,Pune,Vento,Sedan,Petrol,14.99,46-55,Male,Salaried - Private,Cash/Full Payment,Exchange Mela,5,0
103531,2025-02-01,2025,2,Feb,Maharashtra,Pune,Polo,Hatchback,Petrol,9.92,36-45,Male,Salaried - Private,Loan/Finance,Online Enquiry,4,0
103532,2025-02-01,2025,2,Feb,Maharashtra,Pune,Polo,Hatchback,Petrol,10.19,36-45,Male,Salaried - Government,Loan/Finance,Referral,5,0
103533,2025-02-01,2025,2,Feb,Maharashtra,Pune,Polo,Hatchback,Petrol,9.45,36-45,Male,Salaried - Private,Loan/Finance,Online Enquiry,5,0
103534,2025-02-01,2025,2,Feb,Maharashtra,Pune,Polo,Hatchback,Petrol,8.74,46-55,Male,Salaried - Private,Cash/Full Payment,Referral,5,0
103535,2025-02-01,2025,2,Feb,Maharashtra,Pune,Ameo,Sedan,Petrol,9.1,56-65,Female,Salaried - Private,Loan/Finance,Showroom Walk-in,5,0
103536,2025-02-01,2025,2,Feb,Maharashtra,Pune,Ameo,Sedan,Petrol,10.87,36-45,Male,Self-Employed/Business,Loan/Finance,Online Enquiry,2,0
103537,2025-02-01,2025,2,Feb,Maharashtra,Pune,Ameo,Sedan,Petrol,10.37,26-35,Female,Self-Employed/Business,Loan/Finance,Showroom Walk-in,4,1
103538,2025-02-01,2025,2,Feb,Maharashtra,Nagpur,Taigun,SUV,Petrol,16.06,36-45,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,4,0
103539,2025-02-01,2025,2,Feb,Maharashtra,Nagpur,Taigun,SUV,Petrol,15.93,26-35,Male,Salaried - Private,Loan/Finance,Auto Expo/Event,4,1
103540,2025-02-01,2025,2,Feb,Maharashtra,Nagpur,Taigun,SUV,Petrol,17.79,18-25,Female,Self-Employed/Business,Loan/Finance,Showroom Walk-in,5,1
103541,2025-02-01,2025,2,Feb,Maharashtra,Nagpur,Taigun,SUV,Petrol,17.88,18-25,Male,Retired,Loan/Finance,Referral,4,0
103542,2025-02-01,2025,2,Feb,Maharashtra,Nagpur,Polo,Hatchback,Petrol,10.09,26-35,Male,Salaried - Government,Cash/Full Payment,Showroom Walk-in,5,1
103543,2025-02-01,2025,2,Feb,Maharashtra,Nagpur,Ameo,Sedan,Petrol,10.23,56-65,Male,Salaried - Private,Loan/Finance,Referral,3,0
103544,2025-02-01,2025,2,Feb,Delhi,New Delhi,Virtus,Sedan,Petrol,16.52,18-25,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,3,0
103545,2025-02-01,2025,2,Feb,Delhi,New Delhi,Virtus,Sedan,Petrol,15.58,36-45,Male,Salaried - Private,Loan/Finance,Online Enquiry,5,1
103546,2025-02-01,2025,2,Feb,Delhi,New Delhi,Virtus,Sedan,Petrol,16.18,26-35,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,5,0
103547,2025-02-01,2025,2,Feb,Delhi,New Delhi,Virtus,Sedan,Petrol,15.93,26-35,Male,Retired,Loan/Finance,Showroom Walk-in,2,0
103548,2025-02-01,2025,2,Feb,Delhi,New Delhi,Virtus,Sedan,Petrol,15.57,36-45,Male,Salaried - Private,Cash/Full Payment,Referral,4,1
103549,2025-02-01,2025,2,Feb,Delhi,New Delhi,Virtus,Sedan,Petrol,16.19,65+,Male,Salaried - Private,Loan/Finance,Exchange Mela,4,0
103550,2025-02-01,2025,2,Feb,Delhi,New Delhi,Virtus,Sedan,Petrol,18.35,26-35,Male,Salaried - Private,Cash/Full Payment,Referral,2,0
103551,2025-02-01,2025,2,Feb,Delhi,New Delhi,Taigun,SUV,Petrol,16.6,26-35,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,4,0
103552,2025-02-01,2025,2,Feb,Delhi,New Delhi,Taigun,SUV,Petrol,16.55,26-35,Female,Self-Employed/Business,Loan/Finance,Online Enquiry,4,0
103553,2025-02-01,2025,2,Feb,Delhi,New Delhi,Taigun,SUV,Petrol,16.99,26-35,Male,Self-Employed/Business,Loan/Finance,Referral,4,0
103554,2025-02-01,2025,2,Feb,Delhi,New Delhi,Taigun,SUV,Petrol,18.66,36-45,Male,Salaried - Private,Cash/Full Payment,Auto Expo/Event,3,0
103555,2025-02-01,2025,2,Feb,Delhi,New Delhi,Taigun,SUV,Petrol,17.24,65+,Female,Salaried - Private,Loan/Finance,Showroom Walk-in,4,0
103556,2025-02-01,2025,2,Feb,Delhi,New Delhi,Taigun,SUV,Petrol,17.22,46-55,Female,Salaried - Private,Loan/Finance,Showroom Walk-in,4,0
103557,2025-02-01,2025,2,Feb,Delhi,New Delhi,Taigun,SUV,Petrol,16.84,56-65,Male,Salaried - Government,Loan/Finance,Showroom Walk-in,2,1
103558,2025-02-01,2025,2,Feb,Delhi,New Delhi,Taigun,SUV,Petrol,17.91,18-25,Male,Salaried - Private,Loan/Finance,Referral,4,0
103559,2025-02-01,2025,2,Feb,Delhi,New Delhi,Vento,Sedan,Petrol,13.75,26-35,Male,Salaried - Private,Cash/Full Payment,Auto Expo/Event,5,0
103560,2025-02-01,2025,2,Feb,Delhi,New Delhi,Polo,Hatchback,Petrol,8.81,36-45,Female,Self-Employed/Business,Loan/Finance,Showroom Walk-in,5,0
103561,2025-02-01,2025,2,Feb,Delhi,New Delhi,Polo,Hatchback,Petrol,9.97,46-55,Female,Salaried - Government,Loan/Finance,Referral,5,0
103562,2025-02-01,2025,2,Feb,Delhi,New Delhi,Polo,Hatchback,Petrol,9.53,26-35,Male,Self-Employed/Business,Loan/Finance,Referral,4,1
103563,2025-02-01,2025,2,Feb,Delhi,New Delhi,Ameo,Sedan,Petrol,9.67,36-45,Male,Self-Employed/Business,Cash/Full Payment,Referral,4,0
103564,2025-02-01,2025,2,Feb,Delhi,New Delhi,Ameo,Sedan,Petrol,10.17,26-35,Male,Salaried - Private,Cash/Full Payment,Auto Expo/Event,2,0
103565,2025-02-01,2025,2,Feb,Karnataka,Bengaluru,Virtus,Sedan,Petrol,15.34,36-45,Female,Retired,Cash/Full Payment,Showroom Walk-in,5,0
103566,2025-02-01,2025,2,Feb,Karnataka,Bengaluru,Virtus,Sedan,Petrol,16.48,56-65,Male,Professional (Doctor/CA/Lawyer),Cash/Full Payment,Auto Expo/Event,5,0
103567,2025-02-01,2025,2,Feb,Karnataka,Bengaluru,Virtus,Sedan,Petrol,16.26,56-65,Male,Self-Employed/Business,Loan/Finance,Showroom Walk-in,4,0
103568,2025-02-01,2025,2,Feb,Karnataka,Bengaluru,Taigun,SUV,Petrol,17.32,26-35,Female,Salaried - Private,Loan/Finance,Showroom Walk-in,5,1
103569,2025-02-01,2025,2,Feb,Karnataka,Bengaluru,Taigun,SUV,Petrol,17.06,36-45,Male,Self-Employed/Business,Loan/Finance,Auto Expo/Event,4,0
103570,2025-02-01,2025,2,Feb,Karnataka,Bengaluru,Taigun,SUV,Petrol,17.32,36-45,Male,Self-Employed/Business,Cash/Full Payment,Referral,3,0
103571,2025-02-01,2025,2,Feb,Karnataka,Bengaluru,Taigun,SUV,Petrol,16.79,56-65,Female,Salaried - Private,Cash/Full Payment,Exchange Mela,4,0
103572,2025-02-01,2025,2,Feb,Karnataka,Bengaluru,Taigun,SUV,Petrol,17.55,56-65,Male,Professional (Doctor/CA/Lawyer),Loan/Finance,Referral,4,0
103573,2025-02-01,2025,2,Feb,Karnataka,Bengaluru,Taigun,SUV,Petrol,16.92,36-45,Male,Salaried - Government,Loan/Finance,Showroom Walk-in,4,0
103574,2025-02-01,2025,2,Feb,Karnataka,Bengaluru,Taigun,SUV,Petrol,17.87,36-45,Male,Self-Employed/Business,Loan/Finance,Showroom Walk-in,3,0
103575,2025-02-01,2025,2,Feb,Karnataka,Bengaluru,Taigun,SUV,Petrol,15.82,36-45,Female,Self-Employed/Business,Loan/Finance,Showroom Walk-in,1,0
103576,2025-02-01,2025,2,Feb,Karnataka,Bengaluru,Taigun,SUV,Petrol,16.73,26-35,Female,Salaried - Private,Cash/Full Payment,Showroom Walk-in,5,0
103577,2025-02-01,2025,2,Feb,Karnataka,Bengaluru,Polo,Hatchback,Petrol,9.94,46-55,Male,Self-Employed/Business,Cash/Full Payment,Showroom Walk-in,3,0
103578,2025-02-01,2025,2,Feb,Karnataka,Bengaluru,Polo,Hatchback,Petrol,8.42,36-45,Male,Salaried - Government,Loan/Finance,Showroom Walk-in,3,0
103579,2025-02-01,2025,2,Feb,Karnataka,Bengaluru,Polo,Hatchback,Petrol,8.51,26-35,Male,Salaried - Private,Cash/Full Payment,Online Enquiry,3,0
103580,2025-02-01,2025,2,Feb,Karnataka,Bengaluru,Ameo,Sedan,Petrol,9.42,46-55,Male,Salaried - Private,Cash/Full Payment,Referral,5,0
103581,2025-02-01,2025,2,Feb,Karnataka,Bengaluru,Ameo,Sedan,Petrol,8.76,26-35,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,5,0
103582,2025-02-01,2025,2,Feb,Karnataka,Mysuru,Virtus,Sedan,Petrol,15.32,26-35,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,4,0
103583,2025-02-01,2025,2,Feb,Karnataka,Mysuru,Virtus,Sedan,Petrol,15.77,36-45,Male,Salaried - Private,Loan/Finance,Auto Expo/Event,5,0
103584,2025-02-01,2025,2,Feb,Karnataka,Mysuru,Virtus,Sedan,Petrol,16.24,26-35,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,5,1
103585,2025-02-01,2025,2,Feb,Karnataka,Mysuru,Virtus,Sedan,Petrol,15.76,36-45,Male,Self-Employed/Business,Loan/Finance,Online Enquiry,4,0
103586,2025-02-01,2025,2,Feb,Karnataka,Mysuru,Taigun,SUV,Petrol,18.48,46-55,Male,Salaried - Private,Loan/Finance,Exchange Mela,5,1
103587,2025-02-01,2025,2,Feb,Karnataka,Mysuru,Taigun,SUV,Petrol,19.03,56-65,Male,Professional (Doctor/CA/Lawyer),Loan/Finance,Showroom Walk-in,4,1
103588,2025-02-01,2025,2,Feb,Karnataka,Mysuru,Tiguan,SUV,Petrol,36.03,26-35,Female,Salaried - Government,Loan/Finance,Referral,5,0
103589,2025-02-01,2025,2,Feb,Karnataka,Mysuru,Vento,Sedan,Petrol,13.99,26-35,Male,Self-Employed/Business,Cash/Full Payment,Showroom Walk-in,3,0
103590,2025-02-01,2025,2,Feb,Tamil Nadu,Chennai,Virtus,Sedan,Petrol,15.37,46-55,Male,Self-Employed/Business,Loan/Finance,Online Enquiry,3,0
103591,2025-02-01,2025,2,Feb,Tamil Nadu,Chennai,Virtus,Sedan,Petrol,14.92,26-35,Male,Salaried - Private,Loan/Finance,Exchange Mela,4,0
103592,2025-02-01,2025,2,Feb,Tamil Nadu,Chennai,Virtus,Sedan,Petrol,13.81,46-55,Male,Salaried - Government,Loan/Finance,Showroom Walk-in,5,1
103593,2025-02-01,2025,2,Feb,Tamil Nadu,Chennai,Virtus,Sedan,Petrol,16.37,36-45,Male,Salaried - Government,Loan/Finance,Showroom Walk-in,3,0
103594,2025-02-01,2025,2,Feb,Tamil Nadu,Chennai,Virtus,Sedan,Petrol,17.05,18-25,Male,Salaried - Private,Loan/Finance,Referral,4,1
103595,2025-02-01,2025,2,Feb,Tamil Nadu,Chennai,Taigun,SUV,Petrol,17.08,26-35,Male,Self-Employed/Business,Loan/Finance,Showroom Walk-in,2,0
103596,2025-02-01,2025,2,Feb,Tamil Nadu,Chennai,Taigun,SUV,Petrol,15.23,26-35,Male,Salaried - Private,Loan/Finance,Referral,1,1
103597,2025-02-01,2025,2,Feb,Tamil Nadu,Chennai,Taigun,SUV,Petrol,18.3,36-45,Male,Self-Employed/Business,Cash/Full Payment,Showroom Walk-in,5,0
103598,2025-02-01,2025,2,Feb,Tamil Nadu,Chennai,Taigun,SUV,Petrol,17.75,36-45,Male,Salaried - Government,Loan/Finance,Showroom Walk-in,4,0
103599,2025-02-01,2025,2,Feb,Tamil Nadu,Chennai,Taigun,SUV,Petrol,16.63,18-25,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,4,0
103600,2025-02-01,2025,2,Feb,Tamil Nadu,Chennai,Taigun,SUV,Petrol,17.9,56-65,Male,Salaried - Private,Loan/Finance,Exchange Mela,4,0
103601,2025-02-01,2025,2,Feb,Tamil Nadu,Chennai,Taigun,SUV,Petrol,17.04,36-45,Male,Self-Employed/Business,Loan/Finance,Showroom Walk-in,3,1
103602,2025-02-01,2025,2,Feb,Tamil Nadu,Chennai,Taigun,SUV,Petrol,16.65,36-45,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,3,0
103603,2025-02-01,2025,2,Feb,Tamil Nadu,Chennai,Taigun,SUV,Petrol,15.65,18-25,Male,Retired,Loan/Finance,Online Enquiry,4,0
103604,2025-02-01,2025,2,Feb,Tamil Nadu,Chennai,Tiguan,SUV,Petrol,38.3,46-55,Male,Professional (Doctor/CA/Lawyer),Loan/Finance,Referral,5,0
103605,2025-02-01,2025,2,Feb,Tamil Nadu,Chennai,Polo,Hatchback,Petrol,9.57,46-55,Male,Professional (Doctor/CA/Lawyer),Cash/Full Payment,Showroom Walk-in,5,0
103606,2025-02-01,2025,2,Feb,Tamil Nadu,Coimbatore,Virtus,Sedan,Petrol,16.46,26-35,Male,Salaried - Government,Loan/Finance,Referral,4,0
103607,2025-02-01,2025,2,Feb,Tamil Nadu,Coimbatore,Virtus,Sedan,Petrol,15.08,36-45,Male,Self-Employed/Business,Loan/Finance,Online Enquiry,4,0
103608,2025-02-01,2025,2,Feb,Tamil Nadu,Coimbatore,Virtus,Sedan,Petrol,15.27,65+,Male,Professional (Doctor/CA/Lawyer),Loan/Finance,Showroom Walk-in,5,0
103609,2025-02-01,2025,2,Feb,Tamil Nadu,Coimbatore,Virtus,Sedan,Petrol,15.13,46-55,Female,Self-Employed/Business,Loan/Finance,Showroom Walk-in,4,0
103610,2025-02-01,2025,2,Feb,Tamil Nadu,Coimbatore,Taigun,SUV,Petrol,19.03,46-55,Female,Self-Employed/Business,Loan/Finance,Referral,5,0
103611,2025-02-01,2025,2,Feb,Tamil Nadu,Coimbatore,Taigun,SUV,Petrol,17.39,26-35,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,1,0
103612,2025-02-01,2025,2,Feb,Tamil Nadu,Coimbatore,Taigun,SUV,Petrol,17.22,65+,Male,Salaried - Private,Loan/Finance,Online Enquiry,5,1
103613,2025-02-01,2025,2,Feb,Tamil Nadu,Coimbatore,Vento,Sedan,Petrol,13.48,65+,Male,Salaried - Private,Loan/Finance,Referral,5,1
103614,2025-02-01,2025,2,Feb,Tamil Nadu,Coimbatore,Polo,Hatchback,Petrol,9.14,26-35,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,3,0
